fuente_de_trafico,visualizaciones,tiempo_de_visualizacion_(horas),duracion_media_de_las_visualizaciones,impresiones,porcentaje_de_clics_de_las_impresiones_(%),fecha_publicacion,nombre_video
Notificaciones,133.0,1.5146,0:00:40,,,20210924,😊  Te ENSEÑO archivo de Trabajo en CorelDRAW
Páginas de canal,82.0,0.8619,0:00:37,8284.0,0.88,20210924,😊  Te ENSEÑO archivo de Trabajo en CorelDRAW
Búsqueda de YouTube,14.0,0.1591,0:00:40,568.0,2.11,20210924,😊  Te ENSEÑO archivo de Trabajo en CorelDRAW
Listas de reproducción,9.0,0.0943,0:00:37,95.0,6.32,20210924,😊  Te ENSEÑO archivo de Trabajo en CorelDRAW
Otras funciones de YouTube,5.0,0.0379,0:00:27,,,20210924,😊  Te ENSEÑO archivo de Trabajo en CorelDRAW
Página de lista de reproducción,5.0,0.0476,0:00:34,135.0,2.22,20210924,😊  Te ENSEÑO archivo de Trabajo en CorelDRAW
Directa o desconocida,3.0,0.037,0:00:44,,,20210924,😊  Te ENSEÑO archivo de Trabajo en CorelDRAW
Vídeos sugeridos,1.0,0.0038,0:00:13,245.0,0.41,20210924,😊  Te ENSEÑO archivo de Trabajo en CorelDRAW
Fuentes externas,1.0,0.017,0:01:01,,,20210924,😊  Te ENSEÑO archivo de Trabajo en CorelDRAW
Total,1609.0,70.5007,0:02:37,27635.0,2.91,20210706,🔥 CorelDRAW Best Geometry Tricks Logo TUTORIAL ▶▶ MICROSOFT EDGE 👉🏼
Funciones de exploración,601.0,24.2107,0:02:25,13311.0,2.32,20210706,🔥 CorelDRAW Best Geometry Tricks Logo TUTORIAL ▶▶ MICROSOFT EDGE 👉🏼
Búsqueda de YouTube,383.0,15.8118,0:02:28,4695.0,7.18,20210706,🔥 CorelDRAW Best Geometry Tricks Logo TUTORIAL ▶▶ MICROSOFT EDGE 👉🏼
Notificaciones,208.0,9.0021,0:02:35,,,20210706,🔥 CorelDRAW Best Geometry Tricks Logo TUTORIAL ▶▶ MICROSOFT EDGE 👉🏼
Páginas de canal,125.0,6.2741,0:03:00,6351.0,1.37,20210706,🔥 CorelDRAW Best Geometry Tricks Logo TUTORIAL ▶▶ MICROSOFT EDGE 👉🏼
Vídeos sugeridos,95.0,6.1409,0:03:52,1379.0,3.19,20210706,🔥 CorelDRAW Best Geometry Tricks Logo TUTORIAL ▶▶ MICROSOFT EDGE 👉🏼
Fuentes externas,75.0,3.7122,0:02:58,,,20210706,🔥 CorelDRAW Best Geometry Tricks Logo TUTORIAL ▶▶ MICROSOFT EDGE 👉🏼
Otras funciones de YouTube,40.0,1.9498,0:02:55,,,20210706,🔥 CorelDRAW Best Geometry Tricks Logo TUTORIAL ▶▶ MICROSOFT EDGE 👉🏼
Listas de reproducción,39.0,1.5963,0:02:27,1352.0,1.85,20210706,🔥 CorelDRAW Best Geometry Tricks Logo TUTORIAL ▶▶ MICROSOFT EDGE 👉🏼
Directa o desconocida,26.0,0.9721,0:02:14,,,20210706,🔥 CorelDRAW Best Geometry Tricks Logo TUTORIAL ▶▶ MICROSOFT EDGE 👉🏼
Página de lista de reproducción,7.0,0.06,0:00:30,547.0,0.55,20210706,🔥 CorelDRAW Best Geometry Tricks Logo TUTORIAL ▶▶ MICROSOFT EDGE 👉🏼
Pantallas finales,6.0,0.3686,0:03:41,,,20210706,🔥 CorelDRAW Best Geometry Tricks Logo TUTORIAL ▶▶ MICROSOFT EDGE 👉🏼
Tarjetas de vídeo y anotaciones,4.0,0.4022,0:06:01,,,20210706,🔥 CorelDRAW Best Geometry Tricks Logo TUTORIAL ▶▶ MICROSOFT EDGE 👉🏼
Total,3674.0,234.8777,0:03:50,144857.0,1.1,20220217,😎 DOMINA estas TÉCNICAS de DISEÑO para CREAR LOGOS en CorelDRAW ▶ TUTORIAL
Funciones de exploración,2429.0,117.7129,0:02:54,123754.0,0.8,20220217,😎 DOMINA estas TÉCNICAS de DISEÑO para CREAR LOGOS en CorelDRAW ▶ TUTORIAL
Vídeos sugeridos,318.0,33.3586,0:06:17,7713.0,2.74,20220217,😎 DOMINA estas TÉCNICAS de DISEÑO para CREAR LOGOS en CorelDRAW ▶ TUTORIAL
Búsqueda de YouTube,290.0,28.9339,0:05:59,5514.0,4.12,20220217,😎 DOMINA estas TÉCNICAS de DISEÑO para CREAR LOGOS en CorelDRAW ▶ TUTORIAL
Notificaciones,208.0,17.2584,0:04:58,,,20220217,😎 DOMINA estas TÉCNICAS de DISEÑO para CREAR LOGOS en CorelDRAW ▶ TUTORIAL
Páginas de canal,174.0,16.4394,0:05:40,6256.0,2.25,20220217,😎 DOMINA estas TÉCNICAS de DISEÑO para CREAR LOGOS en CorelDRAW ▶ TUTORIAL
Fuentes externas,111.0,9.0128,0:04:52,,,20220217,😎 DOMINA estas TÉCNICAS de DISEÑO para CREAR LOGOS en CorelDRAW ▶ TUTORIAL
Directa o desconocida,73.0,5.8463,0:04:48,,,20220217,😎 DOMINA estas TÉCNICAS de DISEÑO para CREAR LOGOS en CorelDRAW ▶ TUTORIAL
Otras funciones de YouTube,29.0,3.0592,0:06:19,,,20220217,😎 DOMINA estas TÉCNICAS de DISEÑO para CREAR LOGOS en CorelDRAW ▶ TUTORIAL
Listas de reproducción,22.0,0.5262,0:01:26,965.0,1.35,20220217,😎 DOMINA estas TÉCNICAS de DISEÑO para CREAR LOGOS en CorelDRAW ▶ TUTORIAL
Pantallas finales,13.0,2.1822,0:10:04,,,20220217,😎 DOMINA estas TÉCNICAS de DISEÑO para CREAR LOGOS en CorelDRAW ▶ TUTORIAL
Página de lista de reproducción,7.0,0.5478,0:04:41,655.0,0.76,20220217,😎 DOMINA estas TÉCNICAS de DISEÑO para CREAR LOGOS en CorelDRAW ▶ TUTORIAL
Total,2699.0,242.7542,0:05:23,80750.0,1.6,20220322,✨✔ CONOCE el PASO a PASO para CREAR este LOGO en CorelDRAW ▶ TUTORIAL
Funciones de exploración,1269.0,73.9303,0:03:29,55591.0,0.95,20220322,✨✔ CONOCE el PASO a PASO para CREAR este LOGO en CorelDRAW ▶ TUTORIAL
Búsqueda de YouTube,516.0,58.908,0:06:50,10221.0,4.17,20220322,✨✔ CONOCE el PASO a PASO para CREAR este LOGO en CorelDRAW ▶ TUTORIAL
Vídeos sugeridos,304.0,41.6727,0:08:13,7359.0,2.66,20220322,✨✔ CONOCE el PASO a PASO para CREAR este LOGO en CorelDRAW ▶ TUTORIAL
Notificaciones,159.0,14.646,0:05:31,,,20220322,✨✔ CONOCE el PASO a PASO para CREAR este LOGO en CorelDRAW ▶ TUTORIAL
Páginas de canal,147.0,18.3476,0:07:29,6227.0,1.89,20220322,✨✔ CONOCE el PASO a PASO para CREAR este LOGO en CorelDRAW ▶ TUTORIAL
Fuentes externas,116.0,8.8801,0:04:35,,,20220322,✨✔ CONOCE el PASO a PASO para CREAR este LOGO en CorelDRAW ▶ TUTORIAL
Directa o desconocida,102.0,10.1851,0:05:59,,,20220322,✨✔ CONOCE el PASO a PASO para CREAR este LOGO en CorelDRAW ▶ TUTORIAL
Otras funciones de YouTube,37.0,5.2765,0:08:33,,,20220322,✨✔ CONOCE el PASO a PASO para CREAR este LOGO en CorelDRAW ▶ TUTORIAL
Listas de reproducción,24.0,5.1866,0:12:57,691.0,1.45,20220322,✨✔ CONOCE el PASO a PASO para CREAR este LOGO en CorelDRAW ▶ TUTORIAL
Página de lista de reproducción,13.0,2.4587,0:11:20,661.0,1.66,20220322,✨✔ CONOCE el PASO a PASO para CREAR este LOGO en CorelDRAW ▶ TUTORIAL
Pantallas finales,12.0,3.2625,0:16:18,,,20220322,✨✔ CONOCE el PASO a PASO para CREAR este LOGO en CorelDRAW ▶ TUTORIAL
Total,1575.0,13.1204,0:00:29,27195.0,1.77,20220225,🏃🏼_♂️🚴🏼_♂️Así CREAS LOGOS en CorelDRAW como un PRO
Búsqueda de YouTube,670.0,5.2543,0:00:28,12505.0,2.6,20220225,🏃🏼_♂️🚴🏼_♂️Así CREAS LOGOS en CorelDRAW como un PRO
Feed de Shorts,556.0,4.7645,0:00:30,,,20220225,🏃🏼_♂️🚴🏼_♂️Así CREAS LOGOS en CorelDRAW como un PRO
Vídeos sugeridos,103.0,1.0311,0:00:36,4392.0,2.05,20220225,🏃🏼_♂️🚴🏼_♂️Así CREAS LOGOS en CorelDRAW como un PRO
Funciones de exploración,93.0,0.641,0:00:24,4744.0,0.84,20220225,🏃🏼_♂️🚴🏼_♂️Así CREAS LOGOS en CorelDRAW como un PRO
Páginas de canal,72.0,0.4623,0:00:23,5476.0,0.49,20220225,🏃🏼_♂️🚴🏼_♂️Así CREAS LOGOS en CorelDRAW como un PRO
Notificaciones,63.0,0.8238,0:00:47,,,20220225,🏃🏼_♂️🚴🏼_♂️Así CREAS LOGOS en CorelDRAW como un PRO
Otras funciones de YouTube,5.0,0.0297,0:00:21,,,20220225,🏃🏼_♂️🚴🏼_♂️Así CREAS LOGOS en CorelDRAW como un PRO
Listas de reproducción,5.0,0.0499,0:00:35,44.0,0.0,20220225,🏃🏼_♂️🚴🏼_♂️Así CREAS LOGOS en CorelDRAW como un PRO
Directa o desconocida,3.0,0.0202,0:00:24,,,20220225,🏃🏼_♂️🚴🏼_♂️Así CREAS LOGOS en CorelDRAW como un PRO
Fuentes externas,2.0,0.0216,0:00:38,,,20220225,🏃🏼_♂️🚴🏼_♂️Así CREAS LOGOS en CorelDRAW como un PRO
Pantallas finales,2.0,0.02,0:00:36,,,20220225,🏃🏼_♂️🚴🏼_♂️Así CREAS LOGOS en CorelDRAW como un PRO
Páginas de sonido,1.0,0.0019,0:00:07,,,20220225,🏃🏼_♂️🚴🏼_♂️Así CREAS LOGOS en CorelDRAW como un PRO
Página de lista de reproducción,,,,34.0,0.0,20220225,🏃🏼_♂️🚴🏼_♂️Así CREAS LOGOS en CorelDRAW como un PRO
Total,891.0,34.521,0:02:19,26931.0,1.43,20210708,🔥 CorelDRAW BEST Techniques for Beginner & Experts TUTORIAL ▶ S Loop (2021) 👉🏼
Funciones de exploración,455.0,16.6679,0:02:11,14705.0,1.65,20210708,🔥 CorelDRAW BEST Techniques for Beginner & Experts TUTORIAL ▶ S Loop (2021) 👉🏼
Notificaciones,167.0,6.2942,0:02:15,,,20210708,🔥 CorelDRAW BEST Techniques for Beginner & Experts TUTORIAL ▶ S Loop (2021) 👉🏼
Páginas de canal,106.0,5.0764,0:02:52,6489.0,1.17,20210708,🔥 CorelDRAW BEST Techniques for Beginner & Experts TUTORIAL ▶ S Loop (2021) 👉🏼
Listas de reproducción,39.0,1.2746,0:01:57,2872.0,0.66,20210708,🔥 CorelDRAW BEST Techniques for Beginner & Experts TUTORIAL ▶ S Loop (2021) 👉🏼
Búsqueda de YouTube,33.0,1.7214,0:03:07,944.0,2.97,20210708,🔥 CorelDRAW BEST Techniques for Beginner & Experts TUTORIAL ▶ S Loop (2021) 👉🏼
Fuentes externas,27.0,0.8386,0:01:51,,,20210708,🔥 CorelDRAW BEST Techniques for Beginner & Experts TUTORIAL ▶ S Loop (2021) 👉🏼
Vídeos sugeridos,25.0,0.8657,0:02:04,418.0,2.87,20210708,🔥 CorelDRAW BEST Techniques for Beginner & Experts TUTORIAL ▶ S Loop (2021) 👉🏼
Directa o desconocida,16.0,0.3794,0:01:25,,,20210708,🔥 CorelDRAW BEST Techniques for Beginner & Experts TUTORIAL ▶ S Loop (2021) 👉🏼
Página de lista de reproducción,12.0,0.3847,0:01:55,1503.0,0.6,20210708,🔥 CorelDRAW BEST Techniques for Beginner & Experts TUTORIAL ▶ S Loop (2021) 👉🏼
Otras funciones de YouTube,8.0,0.8059,0:06:02,,,20210708,🔥 CorelDRAW BEST Techniques for Beginner & Experts TUTORIAL ▶ S Loop (2021) 👉🏼
Pantallas finales,3.0,0.2122,0:04:14,,,20210708,🔥 CorelDRAW BEST Techniques for Beginner & Experts TUTORIAL ▶ S Loop (2021) 👉🏼
Total,1796.0,89.6495,0:02:59,71595.0,1.0,20211021,✒️ + 🐧Aprende a COMBINAR CONCEPTOS 😏 para DISEÑAR en CorelDRAW
Funciones de exploración,1223.0,54.7533,0:02:41,56576.0,0.91,20211021,✒️ + 🐧Aprende a COMBINAR CONCEPTOS 😏 para DISEÑAR en CorelDRAW
Notificaciones,157.0,8.8254,0:03:22,,,20211021,✒️ + 🐧Aprende a COMBINAR CONCEPTOS 😏 para DISEÑAR en CorelDRAW
Páginas de canal,119.0,9.4258,0:04:45,9502.0,1.0,20211021,✒️ + 🐧Aprende a COMBINAR CONCEPTOS 😏 para DISEÑAR en CorelDRAW
Fuentes externas,91.0,2.5895,0:01:42,,,20211021,✒️ + 🐧Aprende a COMBINAR CONCEPTOS 😏 para DISEÑAR en CorelDRAW
Vídeos sugeridos,87.0,6.3843,0:04:24,2915.0,2.06,20211021,✒️ + 🐧Aprende a COMBINAR CONCEPTOS 😏 para DISEÑAR en CorelDRAW
Búsqueda de YouTube,39.0,2.6711,0:04:06,705.0,4.54,20211021,✒️ + 🐧Aprende a COMBINAR CONCEPTOS 😏 para DISEÑAR en CorelDRAW
Directa o desconocida,30.0,0.9911,0:01:58,,,20211021,✒️ + 🐧Aprende a COMBINAR CONCEPTOS 😏 para DISEÑAR en CorelDRAW
Listas de reproducción,18.0,1.1293,0:03:45,1347.0,0.82,20211021,✒️ + 🐧Aprende a COMBINAR CONCEPTOS 😏 para DISEÑAR en CorelDRAW
Otras funciones de YouTube,15.0,1.117,0:04:28,,,20211021,✒️ + 🐧Aprende a COMBINAR CONCEPTOS 😏 para DISEÑAR en CorelDRAW
Pantallas finales,9.0,1.0707,0:07:08,,,20211021,✒️ + 🐧Aprende a COMBINAR CONCEPTOS 😏 para DISEÑAR en CorelDRAW
Página de lista de reproducción,8.0,0.6922,0:05:11,550.0,1.09,20211021,✒️ + 🐧Aprende a COMBINAR CONCEPTOS 😏 para DISEÑAR en CorelDRAW
Total,1430.0,78.4329,0:03:17,27224.0,1.9,20210729,🔥 CorelDRAW AMAZING Techniques for Beginners & Experts ▶ LOGO TUTORIAL
Funciones de exploración,419.0,22.4022,0:03:12,14250.0,1.58,20210729,🔥 CorelDRAW AMAZING Techniques for Beginners & Experts ▶ LOGO TUTORIAL
Pantallas finales,184.0,13.8705,0:04:31,,,20210729,🔥 CorelDRAW AMAZING Techniques for Beginners & Experts ▶ LOGO TUTORIAL
Vídeos sugeridos,180.0,9.7725,0:03:15,3432.0,3.32,20210729,🔥 CorelDRAW AMAZING Techniques for Beginners & Experts ▶ LOGO TUTORIAL
Páginas de canal,179.0,11.4054,0:03:49,6900.0,1.86,20210729,🔥 CorelDRAW AMAZING Techniques for Beginners & Experts ▶ LOGO TUTORIAL
Notificaciones,178.0,8.932,0:03:00,,,20210729,🔥 CorelDRAW AMAZING Techniques for Beginners & Experts ▶ LOGO TUTORIAL
Fuentes externas,158.0,5.351,0:02:01,,,20210729,🔥 CorelDRAW AMAZING Techniques for Beginners & Experts ▶ LOGO TUTORIAL
Directa o desconocida,49.0,2.146,0:02:37,,,20210729,🔥 CorelDRAW AMAZING Techniques for Beginners & Experts ▶ LOGO TUTORIAL
Búsqueda de YouTube,32.0,1.6444,0:03:04,807.0,2.85,20210729,🔥 CorelDRAW AMAZING Techniques for Beginners & Experts ▶ LOGO TUTORIAL
Listas de reproducción,25.0,0.6983,0:01:40,1158.0,1.81,20210729,🔥 CorelDRAW AMAZING Techniques for Beginners & Experts ▶ LOGO TUTORIAL
Otras funciones de YouTube,14.0,1.7308,0:07:25,,,20210729,🔥 CorelDRAW AMAZING Techniques for Beginners & Experts ▶ LOGO TUTORIAL
Página de lista de reproducción,7.0,0.3426,0:02:56,677.0,0.89,20210729,🔥 CorelDRAW AMAZING Techniques for Beginners & Experts ▶ LOGO TUTORIAL
Tarjetas de vídeo y anotaciones,5.0,0.1371,0:01:38,,,20210729,🔥 CorelDRAW AMAZING Techniques for Beginners & Experts ▶ LOGO TUTORIAL
